SalaryHistory_ID,Employee_ID,Year,Annual_Salary,Hike_Pct,Bonus_INR
SAL00548,EMP0166,2023,1174275,0.0,27322
SAL00549,EMP0166,2024,1234442,5.1,27007
SAL00550,EMP0166,2025,1262725,2.3,29417
SAL00551,EMP0166,2026,1359814,7.7,82489
SAL00552,EMP0167,2024,1080482,0.0,65445
SAL00553,EMP0167,2025,1201412,11.2,60875
SAL00554,EMP0167,2026,1376405,14.6,142461
SAL00555,EMP0168,2023,2190948,0.0,193079
SAL00556,EMP0168,2024,2365328,8.0,31606
SAL00557,EMP0168,2025,2453344,3.7,346564
SAL00558,EMP0168,2026,2513387,2.4,216902
SAL00559,EMP0169,2023,1449877,0.0,54924
SAL00560,EMP0169,2024,1522719,5.0,17750
SAL00561,EMP0169,2025,1641846,7.8,225307
SAL00562,EMP0169,2026,1758065,7.1,117094
SAL00563,EMP0170,2023,818674,0.0,99536
SAL00564,EMP0170,2024,866050,5.8,63552
SAL00565,EMP0170,2025,945787,9.2,83896
SAL00566,EMP0170,2026,1024943,8.4,133469
SAL00567,EMP0171,2023,287093,0.0,19608
SAL00568,EMP0171,2024,335849,17.0,48926
SAL00569,EMP0171,2025,354895,5.7,48860
SAL00570,EMP0171,2026,416611,17.4,58979
SAL00571,EMP0172,2025,1259483,0.0,63188
SAL00572,EMP0172,2026,1299994,3.2,54150
SAL00573,EMP0173,2023,291371,0.0,40872
SAL00574,EMP0173,2024,315190,8.2,23564
SAL00575,EMP0173,2025,354636,12.5,9070
SAL00576,EMP0173,2026,408209,15.1,18277
SAL00577,EMP0174,2023,1369076,0.0,83045
SAL00578,EMP0174,2024,1497865,9.4,88406
SAL00579,EMP0174,2025,1660787,10.9,189390
SAL00580,EMP0174,2026,1909922,15.0,246682
SAL00581,EMP0175,2023,375330,0.0,26373
SAL00582,EMP0175,2024,425225,13.3,12607
SAL00583,EMP0175,2025,498370,17.2,70177
SAL00584,EMP0175,2026,578568,16.1,71292
SAL00585,EMP0176,2023,1014377,0.0,70606
SAL00586,EMP0176,2024,1171131,15.5,38101
SAL00587,EMP0176,2025,1327101,13.3,121631
SAL00588,EMP0176,2026,1394760,5.1,23245
SAL00589,EMP0177,2023,1660588,0.0,134020
SAL00590,EMP0177,2024,1786428,7.6,198093
SAL00591,EMP0177,2025,1863925,4.3,242584
SAL00592,EMP0177,2026,1975584,6.0,131563
SAL00593,EMP0178,2025,910914,0.0,47150
SAL00594,EMP0178,2026,968666,6.3,56518
SAL00595,EMP0179,2025,1037405,0.0,6444
SAL00596,EMP0179,2026,1174589,13.2,54818
SAL00597,EMP0180,2023,648735,0.0,61549
SAL00598,EMP0180,2024,764965,17.9,73435
SAL00599,EMP0180,2025,837476,9.5,99277
SAL00600,EMP0180,2026,953876,13.9,116365
SAL00601,EMP0181,2023,605124,0.0,12580
SAL00602,EMP0181,2024,667886,10.4,74815
SAL00603,EMP0181,2025,761629,14.0,113746
SAL00604,EMP0181,2026,874177,14.8,49600
SAL00605,EMP0182,2024,2781874,0.0,147072
SAL00606,EMP0182,2025,2958340,6.3,47330
SAL00607,EMP0182,2026,3158890,6.8,404694
SAL00608,EMP0183,2023,1209116,0.0,58437
SAL00609,EMP0183,2024,1416251,17.1,36568
SAL00610,EMP0183,2025,1664366,17.5,133805
SAL00611,EMP0183,2026,1919420,15.3,511
SAL00612,EMP0184,2023,570870,0.0,12424
SAL00613,EMP0184,2024,602146,5.5,65771
SAL00614,EMP0184,2025,620888,3.1,47255
SAL00615,EMP0184,2026,661778,6.6,35989
SAL00616,EMP0185,2026,919310,0.0,89581
SAL00617,EMP0186,2025,1832628,0.0,86081
SAL00618,EMP0186,2026,1876364,2.4,166879
SAL00619,EMP0187,2025,948168,0.0,138893
SAL00620,EMP0187,2026,1061987,12.0,62661
SAL00621,EMP0188,2023,864300,0.0,118564
SAL00622,EMP0188,2024,883037,2.2,41553
SAL00623,EMP0188,2025,913002,3.4,132405
SAL00624,EMP0188,2026,973214,6.6,39495
SAL00625,EMP0189,2023,1857346,0.0,4756
SAL00626,EMP0189,2024,2111442,13.7,161665
SAL00627,EMP0189,2025,2269382,7.5,234239
SAL00628,EMP0189,2026,2510032,10.6,303862
SAL00629,EMP0190,2023,863894,0.0,58068
SAL00630,EMP0190,2024,949799,9.9,26283
SAL00631,EMP0190,2025,1064788,12.1,111839
SAL00632,EMP0190,2026,1230610,15.6,132053
SAL00633,EMP0191,2024,399642,0.0,9127
SAL00634,EMP0191,2025,442312,10.7,12108
SAL00635,EMP0191,2026,498020,12.6,25519
SAL00636,EMP0192,2023,657606,0.0,68748
SAL00637,EMP0192,2024,721834,9.8,54765
SAL00638,EMP0192,2025,827286,14.6,22625
SAL00639,EMP0192,2026,884541,6.9,106897
SAL00640,EMP0193,2023,357827,0.0,40967
SAL00641,EMP0193,2024,389309,8.8,13783
SAL00642,EMP0193,2025,424652,9.1,19533
SAL00643,EMP0193,2026,495968,16.8,57442
SAL00644,EMP0194,2023,3117836,0.0,302314
SAL00645,EMP0194,2024,3219646,3.3,89128
SAL00646,EMP0194,2025,3452728,7.2,446189
SAL00647,EMP0194,2026,3663736,6.1,379060
SAL00648,EMP0195,2025,2078921,0.0,92847
SAL00649,EMP0195,2026,2329990,12.1,272978
SAL00650,EMP0196,2023,566347,0.0,61188
SAL00651,EMP0196,2024,615977,8.8,87081
SAL00652,EMP0196,2025,698911,13.5,27979
SAL00653,EMP0196,2026,788189,12.8,51502
SAL00654,EMP0197,2023,845956,0.0,111664
SAL00655,EMP0197,2024,915097,8.2,76942
SAL00656,EMP0197,2025,1008036,10.2,101566
SAL00657,EMP0197,2026,1085870,7.7,10978
SAL00658,EMP0198,2025,1752395,0.0,82678
SAL00659,EMP0198,2026,1863508,6.3,206638
SAL00660,EMP0199,2023,745516,0.0,40841
SAL00661,EMP0199,2024,800262,7.3,79778
SAL00662,EMP0199,2025,827581,3.4,6435
SAL00663,EMP0199,2026,851693,2.9,67576
SAL00664,EMP0200,2026,2211776,0.0,148888
SAL00665,EMP0201,2023,659607,0.0,10582
SAL00666,EMP0201,2024,716707,8.7,82796
SAL00667,EMP0201,2025,814734,13.7,11836
SAL00668,EMP0201,2026,938391,15.2,113536
SAL00669,EMP0202,2023,454880,0.0,29172
SAL00670,EMP0202,2024,528080,16.1,4531
SAL00671,EMP0202,2025,570929,8.1,29981
SAL00672,EMP0202,2026,659373,15.5,12454
SAL00673,EMP0203,2024,329041,0.0,6417
SAL00674,EMP0203,2025,386162,17.4,25440
SAL00675,EMP0203,2026,408536,5.8,27004
SAL00676,EMP0204,2023,1247705,0.0,37664
SAL00677,EMP0204,2024,1339112,7.3,137405
SAL00678,EMP0204,2025,1471409,9.9,71859
SAL00679,EMP0204,2026,1589906,8.1,95114
SAL00680,EMP0205,2023,467485,0.0,49592
SAL00681,EMP0205,2024,489561,4.7,19957
SAL00682,EMP0205,2025,499430,2.0,21343
SAL00683,EMP0205,2026,518589,3.8,75358
SAL00684,EMP0206,2023,339048,0.0,120
SAL00685,EMP0206,2024,360588,6.4,33518
SAL00686,EMP0206,2025,414422,14.9,20460
SAL00687,EMP0206,2026,454107,9.6,55966
SAL00688,EMP0207,2023,459259,0.0,54338
SAL00689,EMP0207,2024,540877,17.8,5735
SAL00690,EMP0207,2025,594826,10.0,86484
SAL00691,EMP0207,2026,630738,6.0,7881
SAL00692,EMP0208,2023,1474668,0.0,68641
SAL00693,EMP0208,2024,1513355,2.6,160558
SAL00694,EMP0208,2025,1581653,4.5,173047
SAL00695,EMP0208,2026,1650246,4.3,87949
SAL00696,EMP0209,2024,400504,0.0,40911
SAL00697,EMP0209,2025,463708,15.8,13887
SAL00698,EMP0209,2026,498905,7.6,49772
SAL00699,EMP0210,2023,876533,0.0,19029
SAL00700,EMP0210,2024,955942,9.1,6266
SAL00701,EMP0210,2025,1020404,6.7,109160
SAL00702,EMP0210,2026,1189645,16.6,101937
SAL00703,EMP0211,2023,1034124,0.0,123375
SAL00704,EMP0211,2024,1124533,8.7,57894
SAL00705,EMP0211,2025,1260533,12.1,38666
SAL00706,EMP0211,2026,1426222,13.1,19963
SAL00707,EMP0212,2025,1329052,0.0,46582
SAL00708,EMP0212,2026,1360097,2.3,179121
SAL00709,EMP0213,2023,2067413,0.0,300016
SAL00710,EMP0213,2024,2378857,15.1,102258
SAL00711,EMP0213,2025,2775171,16.7,181689
SAL00712,EMP0213,2026,3012711,8.6,139500
SAL00713,EMP0214,2024,1175492,0.0,3666
SAL00714,EMP0214,2025,1363721,16.0,120826
SAL00715,EMP0214,2026,1563546,14.7,19992
SAL00716,EMP0215,2023,780078,0.0,60824
SAL00717,EMP0215,2024,820635,5.2,99083
SAL00718,EMP0215,2025,930183,13.3,44967
SAL00719,EMP0215,2026,1073462,15.4,135216
SAL00720,EMP0216,2025,2433530,0.0,346671
SAL00721,EMP0216,2026,2506866,3.0,345390
SAL00722,EMP0217,2023,510045,0.0,33106
SAL00723,EMP0217,2024,533849,4.7,70895
SAL00724,EMP0217,2025,545501,2.2,44540
SAL00725,EMP0217,2026,567738,4.1,30668
SAL00726,EMP0218,2023,1839671,0.0,166088
SAL00727,EMP0218,2024,1926696,4.7,187082
SAL00728,EMP0218,2025,2022986,5.0,133938
SAL00729,EMP0218,2026,2143199,5.9,34596
SAL00730,EMP0219,2023,4316297,0.0,173889
SAL00731,EMP0219,2024,5018246,16.3,306925
SAL00732,EMP0219,2025,5868760,16.9,790356
SAL00733,EMP0219,2026,6292435,7.2,795278
SAL00734,EMP0220,2023,1370259,0.0,47160
SAL00735,EMP0220,2024,1584964,15.7,133076
SAL00736,EMP0220,2025,1696482,7.0,251188
SAL00737,EMP0220,2026,1908998,12.5,37866
SAL00738,EMP0221,2024,1594631,0.0,12467
SAL00739,EMP0221,2025,1809850,13.5,266868
SAL00740,EMP0221,2026,1984229,9.6,185710
SAL00741,EMP0222,2023,822571,0.0,71767
SAL00742,EMP0222,2024,957047,16.3,939
SAL00743,EMP0222,2025,1109999,16.0,31509
SAL00744,EMP0222,2026,1185512,6.8,41398
SAL00745,EMP0223,2023,571641,0.0,5962
SAL00746,EMP0223,2024,625056,9.3,42940
SAL00747,EMP0223,2025,691259,10.6,99515
SAL00748,EMP0223,2026,763300,10.4,7477
SAL00749,EMP0224,2023,1125300,0.0,73022
SAL00750,EMP0224,2024,1285789,14.3,157323
SAL00751,EMP0224,2025,1388185,8.0,16608
SAL00752,EMP0224,2026,1543716,11.2,60734
SAL00753,EMP0225,2025,1769398,0.0,154846
SAL00754,EMP0225,2026,2061989,16.5,125100
SAL00755,EMP0226,2026,744060,0.0,7101
SAL00756,EMP0227,2024,335372,0.0,49178
SAL00757,EMP0227,2025,394179,17.5,11060
SAL00758,EMP0227,2026,426548,8.2,23945
SAL00759,EMP0228,2023,2545134,0.0,314758
SAL00760,EMP0228,2024,2833306,11.3,208369
SAL00761,EMP0228,2025,3253306,14.8,426814
SAL00762,EMP0228,2026,3435353,5.6,79670
SAL00763,EMP0229,2026,675678,0.0,31419
SAL00764,EMP0230,2023,616832,0.0,89020
SAL00765,EMP0230,2024,664284,7.7,30404
SAL00766,EMP0230,2025,679454,2.3,63154
SAL00767,EMP0230,2026,713664,5.0,84195
SAL00768,EMP0231,2023,401288,0.0,38788
SAL00769,EMP0231,2024,452451,12.7,34867
SAL00770,EMP0231,2025,490184,8.3,20232
SAL00771,EMP0231,2026,539736,10.1,73681
SAL00772,EMP0232,2026,888105,0.0,93418
SAL00773,EMP0233,2023,631528,0.0,3447
SAL00774,EMP0233,2024,681557,7.9,68516
SAL00775,EMP0233,2025,717332,5.2,53855
SAL00776,EMP0233,2026,821961,14.6,83960
SAL00777,EMP0234,2025,437876,0.0,12586
SAL00778,EMP0234,2026,474266,8.3,37680
SAL00779,EMP0235,2023,444302,0.0,6135
SAL00780,EMP0235,2024,514428,15.8,67546
SAL00781,EMP0235,2025,583977,13.5,41854
SAL00782,EMP0235,2026,655433,12.2,2667
SAL00783,EMP0236,2025,3037955,0.0,30002
SAL00784,EMP0236,2026,3321247,9.3,395286
SAL00785,EMP0237,2023,409417,0.0,54805
SAL00786,EMP0237,2024,431965,5.5,20640
SAL00787,EMP0237,2025,453449,5.0,15455
SAL00788,EMP0237,2026,488021,7.6,73019
SAL00789,EMP0238,2023,615359,0.0,13732
SAL00790,EMP0238,2024,685184,11.3,7779
SAL00791,EMP0238,2025,738274,7.7,80516
SAL00792,EMP0238,2026,787209,6.6,6813
SAL00793,EMP0239,2023,1558042,0.0,123644
SAL00794,EMP0239,2024,1653875,6.2,32735
SAL00795,EMP0239,2025,1755509,6.1,253978
SAL00796,EMP0239,2026,1821053,3.7,131818
SAL00797,EMP0240,2023,3037294,0.0,264306
SAL00798,EMP0240,2024,3221889,6.1,360608
SAL00799,EMP0240,2025,3335854,3.5,145249
SAL00800,EMP0240,2026,3404550,2.1,479910
SAL00801,EMP0241,2023,615816,0.0,36455
SAL00802,EMP0241,2024,638987,3.8,78495
SAL00803,EMP0241,2025,670429,4.9,49592
SAL00804,EMP0241,2026,699772,4.4,53065
SAL00805,EMP0242,2023,359346,0.0,25805
SAL00806,EMP0242,2024,383624,6.8,24801
SAL00807,EMP0242,2025,403050,5.1,47815
SAL00808,EMP0242,2026,442958,9.9,7608
SAL00809,EMP0243,2023,507946,0.0,71202
SAL00810,EMP0243,2024,535121,5.3,206
SAL00811,EMP0243,2025,554278,3.6,25291
SAL00812,EMP0243,2026,593672,7.1,57194
SAL00813,EMP0244,2025,1462699,0.0,55235
SAL00814,EMP0244,2026,1634096,11.7,131352
SAL00815,EMP0245,2023,821291,0.0,36967
SAL00816,EMP0245,2024,866575,5.5,622
SAL00817,EMP0245,2025,925009,6.7,80251
SAL00818,EMP0245,2026,963245,4.1,56608
SAL00819,EMP0246,2023,435610,0.0,21535
SAL00820,EMP0246,2024,464556,6.6,63327
SAL00821,EMP0246,2025,474355,2.1,57823
SAL00822,EMP0246,2026,505863,6.6,48951
SAL00823,EMP0247,2026,3806647,0.0,138830
SAL00824,EMP0248,2024,2160220,0.0,293936
SAL00825,EMP0248,2025,2389144,10.6,151870
SAL00826,EMP0248,2026,2722889,14.0,293034
SAL00827,EMP0249,2026,1621233,0.0,13453
SAL00828,EMP0250,2024,1034796,0.0,137164
SAL00829,EMP0250,2025,1080351,4.4,18218
SAL00830,EMP0250,2026,1149962,6.4,120568
SAL00831,EMP0251,2023,811504,0.0,8789
SAL00832,EMP0251,2024,920390,13.4,65141
SAL00833,EMP0251,2025,997713,8.4,88684
SAL00834,EMP0251,2026,1088468,9.1,63990
SAL00835,EMP0252,2023,362468,0.0,40191
SAL00836,EMP0252,2024,374720,3.4,14431
SAL00837,EMP0252,2025,400875,7.0,748
SAL00838,EMP0252,2026,430213,7.3,13709
SAL00839,EMP0253,2023,2032341,0.0,192253
SAL00840,EMP0253,2024,2228516,9.7,71119
SAL00841,EMP0253,2025,2560951,14.9,366050
SAL00842,EMP0253,2026,3007380,17.4,445259
SAL00843,EMP0254,2023,438318,0.0,61340
SAL00844,EMP0254,2024,468276,6.8,31029
SAL00845,EMP0254,2025,487355,4.1,38047
SAL00846,EMP0254,2026,512364,5.1,3957
SAL00847,EMP0255,2023,1102198,0.0,128145
SAL00848,EMP0255,2024,1273323,15.5,188693
SAL00849,EMP0255,2025,1379028,8.3,79843
SAL00850,EMP0255,2026,1464650,6.2,119353
SAL00851,EMP0256,2023,707319,0.0,88075
SAL00852,EMP0256,2024,787690,11.4,113957
SAL00853,EMP0256,2025,854961,8.5,85747
SAL00854,EMP0256,2026,1006439,17.7,117841
SAL00855,EMP0257,2023,4344354,0.0,481108
SAL00856,EMP0257,2024,4687453,7.9,559949
SAL00857,EMP0257,2025,5049164,7.7,71148
SAL00858,EMP0257,2026,5161339,2.2,632453
SAL00859,EMP0258,2026,660766,0.0,40636
SAL00860,EMP0259,2024,928902,0.0,88183
SAL00861,EMP0259,2025,1070970,15.3,150723
SAL00862,EMP0259,2026,1175280,9.7,125639
SAL00863,EMP0260,2023,1372213,0.0,204418
SAL00864,EMP0260,2024,1509493,10.0,8210
SAL00865,EMP0260,2025,1630693,8.0,173886
SAL00866,EMP0260,2026,1912730,17.3,105156
SAL00867,EMP0261,2023,694359,0.0,26947
SAL00868,EMP0261,2024,760049,9.5,52620
SAL00869,EMP0261,2025,822834,8.3,70966
SAL00870,EMP0261,2026,946696,15.1,25315
SAL00871,EMP0262,2023,314791,0.0,19224
SAL00872,EMP0262,2024,361051,14.7,53107
SAL00873,EMP0262,2025,403459,11.7,7176
SAL00874,EMP0262,2026,472018,17.0,65131
SAL00875,EMP0263,2023,1652072,0.0,187016
SAL00876,EMP0263,2024,1732079,4.8,239051
SAL00877,EMP0263,2025,1795603,3.7,84697
SAL00878,EMP0263,2026,1865320,3.9,54564
SAL00879,EMP0264,2023,1133316,0.0,119620
SAL00880,EMP0264,2024,1306814,15.3,173475
SAL00881,EMP0264,2025,1457583,11.5,118993
SAL00882,EMP0264,2026,1700590,16.7,210207
SAL00883,EMP0265,2023,396551,0.0,37760
SAL00884,EMP0265,2024,465502,17.4,13220
SAL00885,EMP0265,2025,532282,14.3,50751
SAL00886,EMP0265,2026,563626,5.9,41979
SAL00887,EMP0266,2023,701678,0.0,40396
SAL00888,EMP0266,2024,774178,10.3,100033
SAL00889,EMP0266,2025,831107,7.4,9193
SAL00890,EMP0266,2026,927365,11.6,31120
SAL00891,EMP0267,2023,1658601,0.0,244592
SAL00892,EMP0267,2024,1733528,4.5,239313
SAL00893,EMP0267,2025,1871870,8.0,57869
SAL00894,EMP0267,2026,1969735,5.2,76224
SAL00895,EMP0268,2026,1313365,0.0,100934
SAL00896,EMP0269,2026,972791,0.0,85902
SAL00897,EMP0270,2023,579409,0.0,76919
SAL00898,EMP0270,2024,620235,7.0,15423
SAL00899,EMP0270,2025,635121,2.4,21790
SAL00900,EMP0270,2026,674279,6.2,64296
SAL00901,EMP0271,2023,437247,0.0,48107
SAL00902,EMP0271,2024,507304,16.0,21575
SAL00903,EMP0271,2025,573808,13.1,33849
SAL00904,EMP0271,2026,659052,14.9,75687
SAL00905,EMP0272,2023,281350,0.0,26498
SAL00906,EMP0272,2024,318260,13.1,1692
SAL00907,EMP0272,2025,358273,12.6,41823
SAL00908,EMP0272,2026,420680,17.4,34722
SAL00909,EMP0273,2025,790742,0.0,45570
SAL00910,EMP0273,2026,840671,6.3,88786
SAL00911,EMP0274,2023,305891,0.0,12668
SAL00912,EMP0274,2024,356007,16.4,30487
SAL00913,EMP0274,2025,409832,15.1,46744
SAL00914,EMP0274,2026,483569,18.0,29741
SAL00915,EMP0275,2023,966284,0.0,96576
SAL00916,EMP0275,2024,1016315,5.2,148238
SAL00917,EMP0275,2025,1091474,7.4,105790
SAL00918,EMP0275,2026,1165354,6.8,129504
SAL00919,EMP0276,2025,712300,0.0,16155
SAL00920,EMP0276,2026,749934,5.3,57043
SAL00921,EMP0277,2023,1304346,0.0,186118
SAL00922,EMP0277,2024,1412848,8.3,25029
SAL00923,EMP0277,2025,1636783,15.8,71036
SAL00924,EMP0277,2026,1878501,14.8,160131
SAL00925,EMP0278,2025,913424,0.0,71232
SAL00926,EMP0278,2026,934932,2.4,9492
SAL00927,EMP0279,2025,485863,0.0,48443
SAL00928,EMP0279,2026,559697,15.2,53778
SAL00929,EMP0280,2024,1836456,0.0,221673
SAL00930,EMP0280,2025,1886742,2.7,163760
SAL00931,EMP0280,2026,1951470,3.4,21155
SAL00932,EMP0281,2023,1463517,0.0,192145
SAL00933,EMP0281,2024,1506954,3.0,147276
SAL00934,EMP0281,2025,1589925,5.5,131937
SAL00935,EMP0281,2026,1716342,8.0,173466
SAL00936,EMP0282,2023,496534,0.0,59434
SAL00937,EMP0282,2024,541081,9.0,27018
SAL00938,EMP0282,2025,620831,14.7,35045
SAL00939,EMP0282,2026,724379,16.7,33898
SAL00940,EMP0283,2024,1943852,0.0,78224
SAL00941,EMP0283,2025,2220761,14.2,196520
SAL00942,EMP0283,2026,2619023,17.9,60244
SAL00943,EMP0284,2026,5041188,0.0,673266
SAL00944,EMP0285,2025,1593171,0.0,125944
SAL00945,EMP0285,2026,1863311,17.0,102186
SAL00946,EMP0286,2023,1213323,0.0,84332
SAL00947,EMP0286,2024,1403962,15.7,72314
SAL00948,EMP0286,2025,1548602,10.3,116747
SAL00949,EMP0286,2026,1789593,15.6,192007
SAL00950,EMP0287,2026,729677,0.0,66680
SAL00951,EMP0288,2023,703255,0.0,87424
SAL00952,EMP0288,2024,789641,12.3,95294
SAL00953,EMP0288,2025,876492,11.0,63802
SAL00954,EMP0288,2026,1023018,16.7,126960
SAL00955,EMP0289,2023,446734,0.0,42285
SAL00956,EMP0289,2024,517826,15.9,24577
SAL00957,EMP0289,2025,604993,16.8,76935
SAL00958,EMP0289,2026,706797,16.8,97629
SAL00959,EMP0290,2023,700994,0.0,60239
SAL00960,EMP0290,2024,748938,6.8,15777
SAL00961,EMP0290,2025,766395,2.3,73170
SAL00962,EMP0290,2026,798029,4.1,42442
SAL00963,EMP0291,2023,998808,0.0,28001
SAL00964,EMP0291,2024,1148450,15.0,124640
SAL00965,EMP0291,2025,1265786,10.2,75884
SAL00966,EMP0291,2026,1361169,7.5,58824
SAL00967,EMP0292,2023,464911,0.0,20683
SAL00968,EMP0292,2024,546360,17.5,45900
SAL00969,EMP0292,2025,591945,8.3,49416
SAL00970,EMP0292,2026,675458,14.1,7716
SAL00971,EMP0293,2023,1147959,0.0,107219
SAL00972,EMP0293,2024,1339725,16.7,178802
SAL00973,EMP0293,2025,1427771,6.6,104030
SAL00974,EMP0293,2026,1507835,5.6,221963
SAL00975,EMP0294,2023,914277,0.0,156
SAL00976,EMP0294,2024,1017077,11.2,114771
SAL00977,EMP0294,2025,1114488,9.6,28966
SAL00978,EMP0294,2026,1241814,11.4,40828
SAL00979,EMP0295,2026,800931,0.0,115519
SAL00980,EMP0296,2023,840258,0.0,125499
SAL00981,EMP0296,2024,867801,3.3,42702
SAL00982,EMP0296,2025,909562,4.8,2430
SAL00983,EMP0296,2026,981938,8.0,107593
SAL00984,EMP0297,2023,1134349,0.0,120198
SAL00985,EMP0297,2024,1217381,7.3,41231
SAL00986,EMP0297,2025,1398697,14.9,149283
SAL00987,EMP0297,2026,1627433,16.4,188927
SAL00988,EMP0298,2023,1718366,0.0,188557
SAL00989,EMP0298,2024,1802952,4.9,213491
SAL00990,EMP0298,2025,1894368,5.1,242145
SAL00991,EMP0298,2026,1934928,2.1,208477
SAL00992,EMP0299,2024,415209,0.0,55586
SAL00993,EMP0299,2025,482639,16.2,57462
SAL00994,EMP0299,2026,515272,6.8,4541
SAL00995,EMP0300,2023,478972,0.0,9419
SAL00996,EMP0300,2024,518274,8.2,51939
SAL00997,EMP0300,2025,567617,9.5,83931
SAL00998,EMP0300,2026,606612,6.9,30426
SAL00999,EMP0301,2025,473471,0.0,41755
SAL01000,EMP0301,2026,532509,12.5,66882
SAL01001,EMP0302,2023,535536,0.0,16529
SAL01002,EMP0302,2024,623981,16.5,43969
SAL01003,EMP0302,2025,689331,10.5,54859
SAL01004,EMP0302,2026,751486,9.0,7101
SAL01005,EMP0303,2024,2706176,0.0,245048
SAL01006,EMP0303,2025,2976560,10.0,268630
SAL01007,EMP0303,2026,3445073,15.7,82614
SAL01008,EMP0304,2023,801977,0.0,81311
SAL01009,EMP0304,2024,863361,7.7,2810
SAL01010,EMP0304,2025,911558,5.6,102440
SAL01011,EMP0304,2026,1073397,17.8,28180
SAL01012,EMP0305,2026,1836095,0.0,167915
SAL01013,EMP0306,2023,1929435,0.0,96879
SAL01014,EMP0306,2024,2034137,5.4,205977
SAL01015,EMP0306,2025,2321727,14.1,33904
SAL01016,EMP0306,2026,2652117,14.2,124548
SAL01017,EMP0307,2025,1000890,0.0,123539
SAL01018,EMP0307,2026,1084422,8.3,59358
SAL01019,EMP0308,2025,1127316,0.0,35406
SAL01020,EMP0308,2026,1197398,6.2,40561
SAL01021,EMP0309,2024,449417,0.0,56617
SAL01022,EMP0309,2025,511150,13.7,50315
SAL01023,EMP0309,2026,589399,15.3,57547
SAL01024,EMP0310,2023,736876,0.0,557
SAL01025,EMP0310,2024,801164,8.7,42509
SAL01026,EMP0310,2025,942264,17.6,61423
SAL01027,EMP0310,2026,1042714,10.7,46860
SAL01028,EMP0311,2024,2427135,0.0,215940
SAL01029,EMP0311,2025,2576395,6.1,296325
SAL01030,EMP0311,2026,2724879,5.8,145511
SAL01031,EMP0312,2023,1791396,0.0,262447
SAL01032,EMP0312,2024,1919779,7.2,227717
SAL01033,EMP0312,2025,2071588,7.9,38419
SAL01034,EMP0312,2026,2234753,7.9,244507
SAL01035,EMP0313,2023,428332,0.0,62493
SAL01036,EMP0313,2024,450244,5.1,43637
SAL01037,EMP0313,2025,461080,2.4,59386
SAL01038,EMP0313,2026,470634,2.1,29406
SAL01039,EMP0314,2024,562906,0.0,58141
SAL01040,EMP0314,2025,607412,7.9,73127
SAL01041,EMP0314,2026,652532,7.4,85657
SAL01042,EMP0315,2023,1420658,0.0,7909
SAL01043,EMP0315,2024,1475947,3.9,115465
SAL01044,EMP0315,2025,1538435,4.2,2918
SAL01045,EMP0315,2026,1596583,3.8,192695
SAL01046,EMP0316,2024,1437424,0.0,130475
SAL01047,EMP0316,2025,1577575,9.8,2201
SAL01048,EMP0316,2026,1727778,9.5,95465
SAL01049,EMP0317,2024,1788401,0.0,195811
SAL01050,EMP0317,2025,1914192,7.0,18936
SAL01051,EMP0317,2026,2249793,17.5,294717
SAL01052,EMP0318,2023,599169,0.0,37918
SAL01053,EMP0318,2024,691273,15.4,12138
SAL01054,EMP0318,2025,770114,11.4,16607
SAL01055,EMP0318,2026,848513,10.2,101245
SAL01056,EMP0319,2023,1149268,0.0,143173
SAL01057,EMP0319,2024,1294384,12.6,154488
SAL01058,EMP0319,2025,1515323,17.1,113775
SAL01059,EMP0319,2026,1628705,7.5,171914
SAL01060,EMP0320,2023,932148,0.0,112954
SAL01061,EMP0320,2024,964578,3.5,6541
SAL01062,EMP0320,2025,1018403,5.6,9172
SAL01063,EMP0320,2026,1095822,7.6,100368
SAL01064,EMP0321,2026,462435,0.0,24521
SAL01065,EMP0322,2023,561880,0.0,58554
SAL01066,EMP0322,2024,592920,5.5,47609
SAL01067,EMP0322,2025,621946,4.9,9903
SAL01068,EMP0322,2026,647290,4.1,76681
SAL01069,EMP0323,2025,680676,0.0,32828
SAL01070,EMP0323,2026,730127,7.3,77065
SAL01071,EMP0324,2023,574160,0.0,59551
SAL01072,EMP0324,2024,675960,17.7,25937
SAL01073,EMP0324,2025,715638,5.9,35011
SAL01074,EMP0324,2026,782546,9.3,100300
SAL01075,EMP0325,2025,1014489,0.0,87616
SAL01076,EMP0325,2026,1179728,16.3,138925
SAL01077,EMP0326,2024,586196,0.0,81842
SAL01078,EMP0326,2025,666490,13.7,64554
SAL01079,EMP0326,2026,755818,13.4,55457
SAL01080,EMP0327,2023,1402925,0.0,109281
SAL01081,EMP0327,2024,1644129,17.2,200093
SAL01082,EMP0327,2025,1750274,6.5,46755
SAL01083,EMP0327,2026,1994268,13.9,207990
SAL01084,EMP0328,2023,1253010,0.0,183477
SAL01085,EMP0328,2024,1367760,9.2,113123
SAL01086,EMP0328,2025,1503130,9.9,201856
SAL01087,EMP0328,2026,1632459,8.6,87919
SAL01088,EMP0329,2023,876250,0.0,68605
SAL01089,EMP0329,2024,934587,6.7,117873
SAL01090,EMP0329,2025,1080021,15.6,10256
SAL01091,EMP0329,2026,1168879,8.2,133708
SAL01092,EMP0330,2023,440384,0.0,14174
SAL01093,EMP0330,2024,468541,6.4,21996
SAL01094,EMP0330,2025,552243,17.9,76396
SAL01095,EMP0330,2026,586660,6.2,58029
