Review_ID,Employee_ID,Quarter,Perf_Score,Goals_Met_Pct,Manager_Rating,Training_Hrs,Projects_Done
REV01848,EMP0261,2023-Q3,2.6,61,3.6,31,3
REV01849,EMP0261,2023-Q4,3.9,70,4.5,10,2
REV01850,EMP0261,2024-Q1,3.5,86,2.9,26,0
REV01851,EMP0261,2024-Q2,2.7,75,3.4,5,1
REV01852,EMP0261,2024-Q3,4.4,88,2.8,23,4
REV01853,EMP0261,2024-Q4,2.4,96,4.8,9,4
REV01854,EMP0262,2023-Q1,3.8,68,2.8,20,6
REV01855,EMP0262,2023-Q2,3.9,99,3.5,2,1
REV01856,EMP0262,2023-Q3,2.7,87,3.3,37,3
REV01857,EMP0262,2023-Q4,4.2,64,3.6,29,5
REV01858,EMP0262,2024-Q1,3.0,96,4.5,26,1
REV01859,EMP0262,2024-Q2,3.4,89,4.3,11,0
REV01860,EMP0262,2024-Q3,3.4,77,3.4,21,5
REV01861,EMP0262,2024-Q4,3.1,66,4.1,1,5
REV01862,EMP0263,2023-Q1,3.8,92,3.9,6,1
REV01863,EMP0263,2023-Q2,3.8,63,4.3,14,5
REV01864,EMP0263,2023-Q3,2.0,84,4.4,2,0
REV01865,EMP0263,2023-Q4,4.1,67,3.9,14,5
REV01866,EMP0263,2024-Q1,2.0,60,2.7,5,1
REV01867,EMP0263,2024-Q2,3.9,59,2.7,11,6
REV01868,EMP0263,2024-Q3,3.7,97,3.2,7,5
REV01869,EMP0263,2024-Q4,2.0,59,4.7,34,3
REV01870,EMP0264,2023-Q1,2.9,84,3.7,25,2
REV01871,EMP0264,2023-Q2,2.4,50,2.8,37,0
REV01872,EMP0264,2023-Q3,3.0,83,3.3,35,4
REV01873,EMP0264,2023-Q4,3.0,53,3.5,19,6
REV01874,EMP0264,2024-Q1,3.7,58,4.6,0,0
REV01875,EMP0264,2024-Q2,4.1,100,3.5,36,4
REV01876,EMP0264,2024-Q3,4.2,81,3.6,33,3
REV01877,EMP0264,2024-Q4,2.8,65,4.6,33,2
REV01878,EMP0265,2023-Q1,3.1,99,4.3,24,5
REV01879,EMP0265,2023-Q2,2.0,75,3.2,25,5
REV01880,EMP0265,2023-Q3,2.6,69,4.4,7,4
REV01881,EMP0265,2023-Q4,3.9,77,4.3,13,2
REV01882,EMP0265,2024-Q1,4.3,92,3.0,39,1
REV01883,EMP0265,2024-Q2,2.3,95,4.8,9,1
REV01884,EMP0265,2024-Q3,2.8,54,3.0,1,2
REV01885,EMP0265,2024-Q4,3.2,94,2.7,18,1
REV01886,EMP0266,2023-Q1,3.4,89,3.1,13,6
REV01887,EMP0266,2023-Q2,2.6,57,3.2,31,4
REV01888,EMP0266,2023-Q3,3.5,86,4.4,7,0
REV01889,EMP0266,2023-Q4,2.9,80,4.7,28,1
REV01890,EMP0266,2024-Q1,3.2,98,3.5,39,4
REV01891,EMP0266,2024-Q2,3.6,89,3.2,33,0
REV01892,EMP0266,2024-Q3,3.2,91,2.9,12,0
REV01893,EMP0266,2024-Q4,2.9,97,3.9,3,1
REV01894,EMP0267,2023-Q1,3.1,77,3.6,1,5
REV01895,EMP0267,2023-Q2,3.1,94,4.4,0,0
REV01896,EMP0267,2023-Q3,2.9,50,3.4,12,5
REV01897,EMP0267,2023-Q4,3.0,60,3.8,12,4
REV01898,EMP0267,2024-Q1,4.3,75,3.0,6,0
REV01899,EMP0267,2024-Q2,3.6,70,4.1,20,6
REV01900,EMP0267,2024-Q3,2.6,65,4.7,15,4
REV01901,EMP0267,2024-Q4,3.0,72,3.9,10,3
REV01902,EMP0268,2024-Q3,2.2,89,2.9,36,6
REV01903,EMP0268,2024-Q4,3.4,53,3.6,34,5
REV01904,EMP0269,2024-Q3,3.5,77,2.9,29,6
REV01905,EMP0269,2024-Q4,3.1,77,4.8,14,1
REV01906,EMP0270,2023-Q1,3.5,85,5.0,13,6
REV01907,EMP0270,2023-Q2,2.1,82,4.0,24,5
REV01908,EMP0270,2023-Q3,2.4,100,4.7,13,1
REV01909,EMP0270,2023-Q4,2.4,80,3.5,5,4
REV01910,EMP0270,2024-Q1,3.3,71,4.1,40,4
REV01911,EMP0270,2024-Q2,4.4,98,4.6,25,1
REV01912,EMP0270,2024-Q3,4.3,56,3.1,35,2
REV01913,EMP0270,2024-Q4,2.9,56,2.5,4,1
REV01914,EMP0271,2023-Q1,3.6,59,4.2,10,1
REV01915,EMP0271,2023-Q2,1.9,64,4.3,9,0
REV01916,EMP0271,2023-Q3,2.8,93,3.9,32,5
REV01917,EMP0271,2023-Q4,2.6,64,3.4,11,3
REV01918,EMP0271,2024-Q1,2.8,97,4.0,4,4
REV01919,EMP0271,2024-Q2,3.1,80,3.3,1,3
REV01920,EMP0271,2024-Q3,2.9,80,3.7,6,5
REV01921,EMP0271,2024-Q4,1.8,52,3.6,40,5
REV01922,EMP0272,2023-Q1,3.7,73,4.6,10,0
REV01923,EMP0272,2023-Q2,2.4,90,4.7,34,4
REV01924,EMP0272,2023-Q3,3.4,56,4.6,17,1
REV01925,EMP0272,2023-Q4,4.7,99,2.7,8,3
REV01926,EMP0272,2024-Q1,2.6,88,3.6,26,0
REV01927,EMP0272,2024-Q2,1.4,79,4.8,7,2
REV01928,EMP0272,2024-Q3,3.0,87,3.5,34,5
REV01929,EMP0272,2024-Q4,4.0,65,3.9,19,2
REV01930,EMP0273,2024-Q1,4.6,92,3.7,1,5
REV01931,EMP0273,2024-Q2,2.3,96,2.9,25,3
REV01932,EMP0273,2024-Q3,3.1,75,3.8,10,4
REV01933,EMP0273,2024-Q4,2.1,86,4.6,8,2
REV01934,EMP0274,2023-Q1,3.1,78,3.0,39,4
REV01935,EMP0274,2023-Q2,5.0,87,3.9,10,2
REV01936,EMP0274,2023-Q3,2.1,70,3.1,17,5
REV01937,EMP0274,2023-Q4,3.4,77,4.1,0,6
REV01938,EMP0274,2024-Q1,3.5,78,4.3,8,4
REV01939,EMP0274,2024-Q2,4.0,88,2.6,17,5
REV01940,EMP0274,2024-Q3,3.3,80,2.9,39,3
REV01941,EMP0274,2024-Q4,3.4,77,4.0,19,0
REV01942,EMP0275,2023-Q1,2.9,98,3.6,39,3
REV01943,EMP0275,2023-Q2,3.4,81,2.6,0,4
REV01944,EMP0275,2023-Q3,3.0,100,4.0,19,5
REV01945,EMP0275,2023-Q4,3.6,93,3.7,35,2
REV01946,EMP0275,2024-Q1,2.9,93,4.0,36,2
REV01947,EMP0275,2024-Q2,3.5,75,3.2,32,1
REV01948,EMP0275,2024-Q3,2.5,82,4.6,7,3
REV01949,EMP0275,2024-Q4,3.5,68,4.6,33,5
REV01950,EMP0276,2024-Q1,3.2,71,3.0,37,4
REV01951,EMP0276,2024-Q2,2.0,84,2.8,24,2
REV01952,EMP0276,2024-Q3,4.1,99,4.0,1,2
REV01953,EMP0276,2024-Q4,2.6,68,3.3,38,1
REV01954,EMP0277,2023-Q1,2.7,92,4.1,25,0
REV01955,EMP0277,2023-Q2,2.8,70,4.9,7,6
REV01956,EMP0277,2023-Q3,4.2,52,2.9,8,3
REV01957,EMP0277,2023-Q4,1.7,52,3.5,18,4
REV01958,EMP0277,2024-Q1,5.0,88,4.8,1,6
REV01959,EMP0277,2024-Q2,3.9,84,2.9,34,6
REV01960,EMP0277,2024-Q3,3.4,66,3.4,6,6
REV01961,EMP0277,2024-Q4,3.2,64,2.5,34,4
REV01962,EMP0278,2023-Q3,3.4,85,3.0,2,2
REV01963,EMP0278,2023-Q4,3.6,80,3.3,34,4
REV01964,EMP0278,2024-Q1,3.7,65,4.0,30,2
REV01965,EMP0278,2024-Q2,3.6,97,5.0,35,2
REV01966,EMP0278,2024-Q3,2.8,65,2.5,28,6
REV01967,EMP0278,2024-Q4,2.6,50,2.6,13,0
REV01968,EMP0279,2024-Q1,3.1,93,3.4,24,6
REV01969,EMP0279,2024-Q2,3.1,93,3.5,37,6
REV01970,EMP0279,2024-Q3,4.0,99,4.0,13,0
REV01971,EMP0279,2024-Q4,3.6,72,3.5,6,4
REV01972,EMP0280,2023-Q1,1.1,66,4.4,12,6
REV01973,EMP0280,2023-Q2,3.7,78,4.9,18,3
REV01974,EMP0280,2023-Q3,3.3,78,3.9,32,6
REV01975,EMP0280,2023-Q4,3.2,80,4.8,1,5
REV01976,EMP0280,2024-Q1,2.9,57,3.8,10,3
REV01977,EMP0280,2024-Q2,4.0,91,4.5,1,0
REV01978,EMP0280,2024-Q3,3.2,63,3.6,7,0
REV01979,EMP0280,2024-Q4,2.2,68,3.3,16,1
REV01980,EMP0281,2023-Q1,3.5,88,4.0,2,3
REV01981,EMP0281,2023-Q2,2.5,80,3.2,21,3
REV01982,EMP0281,2023-Q3,2.2,85,4.8,25,6
REV01983,EMP0281,2023-Q4,2.8,73,2.9,2,3
REV01984,EMP0281,2024-Q1,3.8,59,4.5,8,0
REV01985,EMP0281,2024-Q2,3.9,70,4.8,39,4
REV01986,EMP0281,2024-Q3,3.0,80,2.8,27,6
REV01987,EMP0281,2024-Q4,3.3,61,2.8,0,2
REV01988,EMP0282,2023-Q1,3.6,65,3.0,40,5
REV01989,EMP0282,2023-Q2,2.8,92,3.2,1,2
REV01990,EMP0282,2023-Q3,3.5,81,3.3,24,2
REV01991,EMP0282,2023-Q4,3.8,84,3.2,20,2
REV01992,EMP0282,2024-Q1,3.7,88,3.1,27,2
REV01993,EMP0282,2024-Q2,4.0,60,2.7,14,4
REV01994,EMP0282,2024-Q3,3.7,64,3.3,31,6
REV01995,EMP0282,2024-Q4,3.4,55,4.9,18,2
REV01996,EMP0283,2023-Q1,3.9,96,3.4,6,1
REV01997,EMP0283,2023-Q2,3.2,94,4.6,38,0
REV01998,EMP0283,2023-Q3,2.6,50,4.4,25,1
REV01999,EMP0283,2023-Q4,3.1,92,3.0,5,6
REV02000,EMP0283,2024-Q1,2.7,54,4.8,30,1
REV02001,EMP0283,2024-Q2,2.7,99,4.1,40,3
REV02002,EMP0283,2024-Q3,3.1,81,2.9,17,4
REV02003,EMP0283,2024-Q4,2.6,91,3.9,15,4
REV02004,EMP0284,2024-Q4,3.0,72,3.9,20,4
REV02005,EMP0285,2023-Q2,1.9,70,2.9,37,5
REV02006,EMP0285,2023-Q3,3.3,69,2.9,22,1
REV02007,EMP0285,2023-Q4,3.2,95,4.6,6,3
REV02008,EMP0285,2024-Q1,2.6,57,4.9,20,3
REV02009,EMP0285,2024-Q2,3.7,73,4.0,28,0
REV02010,EMP0285,2024-Q3,3.9,53,3.3,3,4
REV02011,EMP0285,2024-Q4,2.1,90,2.6,19,4
REV02012,EMP0286,2023-Q1,2.7,55,3.1,29,2
REV02013,EMP0286,2023-Q2,2.7,67,3.7,23,5
REV02014,EMP0286,2023-Q3,2.5,63,3.4,9,2
REV02015,EMP0286,2023-Q4,3.8,78,4.7,18,0
REV02016,EMP0286,2024-Q1,3.1,100,4.6,7,2
REV02017,EMP0286,2024-Q2,3.0,87,3.3,36,3
REV02018,EMP0286,2024-Q3,1.8,62,3.1,38,1
REV02019,EMP0286,2024-Q4,3.6,52,3.3,31,4
REV02020,EMP0287,2024-Q3,2.3,84,2.6,12,0
REV02021,EMP0287,2024-Q4,3.2,83,3.0,5,6
REV02022,EMP0288,2023-Q1,3.4,100,2.7,12,1
REV02023,EMP0288,2023-Q2,4.2,91,3.8,38,1
REV02024,EMP0288,2023-Q3,2.3,77,4.8,32,3
REV02025,EMP0288,2023-Q4,1.1,82,3.8,11,6
REV02026,EMP0288,2024-Q1,3.3,85,2.7,11,3
REV02027,EMP0288,2024-Q2,4.5,84,3.7,0,2
REV02028,EMP0288,2024-Q3,4.1,85,3.6,20,5
REV02029,EMP0288,2024-Q4,3.3,54,3.3,7,3
REV02030,EMP0289,2023-Q1,2.9,94,3.3,20,6
REV02031,EMP0289,2023-Q2,3.8,92,3.0,20,5
REV02032,EMP0289,2023-Q3,2.5,64,3.7,32,0
REV02033,EMP0289,2023-Q4,3.5,56,3.8,6,2
REV02034,EMP0289,2024-Q1,3.6,77,4.2,12,2
REV02035,EMP0289,2024-Q2,3.9,67,4.7,31,0
REV02036,EMP0289,2024-Q3,5.0,97,3.7,24,1
REV02037,EMP0289,2024-Q4,3.5,87,4.5,37,0
REV02038,EMP0290,2023-Q1,2.8,69,3.1,25,1
REV02039,EMP0290,2023-Q2,3.2,87,4.0,16,3
REV02040,EMP0290,2023-Q3,2.0,90,4.5,16,2
REV02041,EMP0290,2023-Q4,2.7,53,4.0,36,4
REV02042,EMP0290,2024-Q1,2.9,100,2.6,2,0
REV02043,EMP0290,2024-Q2,2.8,53,3.8,35,2
REV02044,EMP0290,2024-Q3,2.8,86,2.5,14,6
REV02045,EMP0290,2024-Q4,1.9,95,3.4,6,5
REV02046,EMP0291,2023-Q1,4.0,55,3.9,26,5
REV02047,EMP0291,2023-Q2,3.2,83,3.2,18,1
REV02048,EMP0291,2023-Q3,3.2,91,3.2,17,5
REV02049,EMP0291,2023-Q4,3.0,82,4.4,19,4
REV02050,EMP0291,2024-Q1,3.3,98,4.8,39,5
REV02051,EMP0291,2024-Q2,3.8,79,4.0,28,1
REV02052,EMP0291,2024-Q3,2.6,85,4.8,23,6
REV02053,EMP0291,2024-Q4,2.7,99,4.7,21,5
REV02054,EMP0292,2023-Q1,3.0,95,3.9,33,1
REV02055,EMP0292,2023-Q2,2.3,83,4.4,37,0
REV02056,EMP0292,2023-Q3,2.6,61,2.9,28,5
REV02057,EMP0292,2023-Q4,2.9,87,3.7,34,4
REV02058,EMP0292,2024-Q1,3.8,92,4.7,40,6
REV02059,EMP0292,2024-Q2,3.4,54,4.6,19,4
REV02060,EMP0292,2024-Q3,3.3,84,3.0,38,6
REV02061,EMP0292,2024-Q4,3.8,78,4.7,29,0
REV02062,EMP0293,2023-Q1,3.1,71,4.4,33,2
REV02063,EMP0293,2023-Q2,3.5,66,4.8,6,6
REV02064,EMP0293,2023-Q3,3.1,67,4.5,13,3
REV02065,EMP0293,2023-Q4,3.4,81,4.4,10,4
REV02066,EMP0293,2024-Q1,2.8,75,5.0,6,0
REV02067,EMP0293,2024-Q2,1.5,61,4.3,40,0
REV02068,EMP0293,2024-Q3,3.1,63,3.8,21,6
REV02069,EMP0293,2024-Q4,4.2,77,4.6,7,6
REV02070,EMP0294,2023-Q1,3.8,55,3.9,39,3
REV02071,EMP0294,2023-Q2,3.9,84,2.7,21,4
REV02072,EMP0294,2023-Q3,4.1,50,4.7,1,5
REV02073,EMP0294,2023-Q4,3.3,100,4.0,36,5
REV02074,EMP0294,2024-Q1,3.3,60,4.6,28,3
REV02075,EMP0294,2024-Q2,2.8,86,2.6,20,1
REV02076,EMP0294,2024-Q3,3.0,85,4.7,27,4
REV02077,EMP0294,2024-Q4,3.6,63,3.1,23,0
REV02078,EMP0295,2024-Q3,4.0,90,4.6,20,5
REV02079,EMP0295,2024-Q4,3.1,82,3.8,1,6
REV02080,EMP0296,2023-Q1,2.9,96,3.7,0,6
REV02081,EMP0296,2023-Q2,3.2,92,3.3,8,5
REV02082,EMP0296,2023-Q3,3.6,75,2.5,7,0
REV02083,EMP0296,2023-Q4,2.2,86,3.1,37,0
REV02084,EMP0296,2024-Q1,1.6,50,3.1,34,1
REV02085,EMP0296,2024-Q2,2.8,86,5.0,19,1
REV02086,EMP0296,2024-Q3,1.7,70,3.4,15,5
REV02087,EMP0296,2024-Q4,2.3,86,2.6,33,2
REV02088,EMP0297,2023-Q1,3.1,84,4.5,32,5
REV02089,EMP0297,2023-Q2,2.9,57,2.6,20,0
REV02090,EMP0297,2023-Q3,4.2,58,3.2,29,1
REV02091,EMP0297,2023-Q4,3.4,75,2.7,21,5
REV02092,EMP0297,2024-Q1,3.4,100,4.5,31,1
REV02093,EMP0297,2024-Q2,3.6,74,4.4,8,3
REV02094,EMP0297,2024-Q3,2.4,55,3.0,22,4
REV02095,EMP0297,2024-Q4,3.9,96,4.0,36,1
REV02096,EMP0298,2023-Q1,3.1,63,3.4,39,0
REV02097,EMP0298,2023-Q2,3.7,95,2.5,21,4
REV02098,EMP0298,2023-Q3,2.4,70,4.9,27,0
REV02099,EMP0298,2023-Q4,2.1,73,4.1,18,3
REV02100,EMP0298,2024-Q1,3.8,92,3.1,21,6
REV02101,EMP0298,2024-Q2,3.5,74,4.6,15,4
REV02102,EMP0298,2024-Q3,2.0,61,3.4,7,0
REV02103,EMP0298,2024-Q4,2.1,65,3.5,39,0
REV02104,EMP0299,2023-Q1,4.0,92,2.8,32,1
REV02105,EMP0299,2023-Q2,2.4,80,3.7,29,0
REV02106,EMP0299,2023-Q3,4.3,60,3.9,26,6
REV02107,EMP0299,2023-Q4,2.6,91,3.4,0,2
REV02108,EMP0299,2024-Q1,3.6,65,3.2,33,0
REV02109,EMP0299,2024-Q2,3.0,74,4.5,16,0
REV02110,EMP0299,2024-Q3,3.6,95,4.2,4,0
REV02111,EMP0299,2024-Q4,2.8,56,4.1,29,2
REV02112,EMP0300,2023-Q1,3.1,90,4.7,21,4
REV02113,EMP0300,2023-Q2,3.2,90,4.8,26,6
REV02114,EMP0300,2023-Q3,2.5,66,2.6,23,0
REV02115,EMP0300,2023-Q4,3.7,52,3.0,35,4
REV02116,EMP0300,2024-Q1,2.8,50,2.8,13,0
REV02117,EMP0300,2024-Q2,3.0,66,2.9,26,1
REV02118,EMP0300,2024-Q3,2.5,77,2.8,32,6
REV02119,EMP0300,2024-Q4,1.4,56,3.2,16,5
REV02120,EMP0301,2024-Q1,3.1,67,3.6,33,6
REV02121,EMP0301,2024-Q2,4.9,87,3.1,20,6
REV02122,EMP0301,2024-Q3,3.7,63,4.8,36,3
REV02123,EMP0301,2024-Q4,3.2,86,4.5,26,3
REV02124,EMP0302,2023-Q1,3.0,75,3.2,38,5
REV02125,EMP0302,2023-Q2,3.2,94,4.8,36,1
REV02126,EMP0302,2023-Q3,3.6,61,3.8,17,4
REV02127,EMP0302,2023-Q4,2.4,82,3.6,17,6
REV02128,EMP0302,2024-Q1,4.0,70,4.4,22,0
REV02129,EMP0302,2024-Q2,3.7,95,3.1,21,4
REV02130,EMP0302,2024-Q3,3.7,97,4.7,8,6
REV02131,EMP0302,2024-Q4,3.5,81,2.8,17,1
REV02132,EMP0303,2023-Q1,3.2,51,4.1,27,6
REV02133,EMP0303,2023-Q2,3.7,85,4.9,7,6
REV02134,EMP0303,2023-Q3,3.6,56,4.4,17,6
REV02135,EMP0303,2023-Q4,3.0,96,4.4,2,1
REV02136,EMP0303,2024-Q1,2.8,69,4.9,37,4
REV02137,EMP0303,2024-Q2,3.3,98,3.8,4,4
REV02138,EMP0303,2024-Q3,4.3,81,3.0,30,3
REV02139,EMP0303,2024-Q4,2.3,91,4.4,32,1
REV02140,EMP0304,2023-Q1,2.2,96,3.1,25,2
REV02141,EMP0304,2023-Q2,3.3,98,3.7,0,6
REV02142,EMP0304,2023-Q3,3.2,66,2.7,0,4
REV02143,EMP0304,2023-Q4,3.3,50,4.1,7,2
REV02144,EMP0304,2024-Q1,3.4,62,3.8,40,6
REV02145,EMP0304,2024-Q2,3.0,76,4.9,11,4
REV02146,EMP0304,2024-Q3,4.2,58,3.5,22,2
REV02147,EMP0304,2024-Q4,2.1,100,2.9,2,2
REV02148,EMP0305,2024-Q2,2.6,54,4.1,10,6
REV02149,EMP0305,2024-Q3,3.1,64,4.7,39,0
REV02150,EMP0305,2024-Q4,2.0,96,4.1,28,3
REV02151,EMP0306,2023-Q1,3.1,58,2.5,17,0
REV02152,EMP0306,2023-Q2,4.4,51,2.6,31,5
REV02153,EMP0306,2023-Q3,3.2,87,4.6,17,0
REV02154,EMP0306,2023-Q4,3.4,86,3.0,17,2
REV02155,EMP0306,2024-Q1,2.3,99,3.1,35,5
REV02156,EMP0306,2024-Q2,2.8,54,2.6,30,5
REV02157,EMP0306,2024-Q3,2.9,89,3.3,40,1
REV02158,EMP0306,2024-Q4,3.0,59,4.4,34,3
REV02159,EMP0307,2023-Q4,4.1,51,4.0,35,3
REV02160,EMP0307,2024-Q1,3.6,59,4.4,16,6
REV02161,EMP0307,2024-Q2,2.4,86,3.5,11,1
REV02162,EMP0307,2024-Q3,3.4,73,2.7,31,6
REV02163,EMP0307,2024-Q4,3.5,69,4.5,11,2
REV02164,EMP0308,2023-Q3,4.0,50,3.2,13,1
REV02165,EMP0308,2023-Q4,4.3,76,2.7,34,6
REV02166,EMP0308,2024-Q1,2.5,89,2.6,12,2
REV02167,EMP0308,2024-Q2,2.6,74,3.8,6,5
REV02168,EMP0308,2024-Q3,2.3,74,3.0,30,0
REV02169,EMP0308,2024-Q4,3.0,59,3.9,28,5
REV02170,EMP0309,2023-Q1,3.5,91,2.9,9,6
REV02171,EMP0309,2023-Q2,3.9,52,2.6,21,6
REV02172,EMP0309,2023-Q3,3.1,100,3.1,26,5
REV02173,EMP0309,2023-Q4,3.0,58,2.7,23,1
REV02174,EMP0309,2024-Q1,3.3,76,4.9,37,0
REV02175,EMP0309,2024-Q2,2.6,50,3.3,30,4
REV02176,EMP0309,2024-Q3,4.7,70,2.6,6,3
REV02177,EMP0309,2024-Q4,2.1,65,2.8,36,0
REV02178,EMP0310,2023-Q1,3.3,51,4.5,13,4
REV02179,EMP0310,2023-Q2,4.6,79,2.7,2,5
REV02180,EMP0310,2023-Q3,3.2,78,2.9,5,0
REV02181,EMP0310,2023-Q4,3.1,63,3.9,24,4
REV02182,EMP0310,2024-Q1,2.9,52,4.4,30,0
REV02183,EMP0310,2024-Q2,3.1,91,3.5,9,1
REV02184,EMP0310,2024-Q3,4.2,57,2.6,16,2
REV02185,EMP0310,2024-Q4,1.7,95,4.4,26,6
REV02186,EMP0311,2023-Q1,4.3,57,5.0,7,4
REV02187,EMP0311,2023-Q2,2.2,60,3.9,4,3
REV02188,EMP0311,2023-Q3,3.0,50,3.6,19,1
REV02189,EMP0311,2023-Q4,2.9,76,2.6,9,6
REV02190,EMP0311,2024-Q1,3.6,64,4.4,18,6
REV02191,EMP0311,2024-Q2,2.1,100,4.8,8,1
REV02192,EMP0311,2024-Q3,3.0,55,4.1,0,1
REV02193,EMP0311,2024-Q4,4.1,63,4.8,17,6
REV02194,EMP0312,2023-Q1,2.2,55,2.9,1,4
REV02195,EMP0312,2023-Q2,3.3,67,3.3,28,6
REV02196,EMP0312,2023-Q3,2.7,80,4.7,24,4
REV02197,EMP0312,2023-Q4,3.5,51,3.0,11,3
REV02198,EMP0312,2024-Q1,3.2,91,4.1,20,0
REV02199,EMP0312,2024-Q2,2.8,64,4.8,30,3
REV02200,EMP0312,2024-Q3,3.5,55,4.1,38,6
REV02201,EMP0312,2024-Q4,4.5,69,4.3,1,5
REV02202,EMP0313,2023-Q1,3.1,58,3.2,22,6
REV02203,EMP0313,2023-Q2,3.7,94,3.4,34,2
REV02204,EMP0313,2023-Q3,2.3,57,3.5,8,0
REV02205,EMP0313,2023-Q4,2.5,56,3.9,7,2
REV02206,EMP0313,2024-Q1,3.5,84,4.0,5,1
REV02207,EMP0313,2024-Q2,4.2,77,3.9,25,6
REV02208,EMP0313,2024-Q3,2.8,96,4.0,34,3
REV02209,EMP0313,2024-Q4,2.6,85,3.6,32,5
REV02210,EMP0314,2023-Q1,3.2,76,2.8,29,3
REV02211,EMP0314,2023-Q2,2.3,53,4.8,32,4
REV02212,EMP0314,2023-Q3,3.6,67,3.3,16,0
REV02213,EMP0314,2023-Q4,3.8,82,4.4,28,6
REV02214,EMP0314,2024-Q1,2.9,92,3.9,5,4
REV02215,EMP0314,2024-Q2,2.9,57,3.9,31,2
REV02216,EMP0314,2024-Q3,3.4,89,4.6,8,0
REV02217,EMP0314,2024-Q4,2.9,77,3.3,3,3
REV02218,EMP0315,2023-Q1,3.2,86,4.3,33,6
REV02219,EMP0315,2023-Q2,4.7,99,4.7,12,3
REV02220,EMP0315,2023-Q3,3.0,88,4.9,40,1
REV02221,EMP0315,2023-Q4,2.9,62,4.5,14,2
REV02222,EMP0315,2024-Q1,2.7,84,3.2,27,2
REV02223,EMP0315,2024-Q2,3.7,78,4.9,2,4
REV02224,EMP0315,2024-Q3,2.7,64,3.9,33,3
REV02225,EMP0315,2024-Q4,2.3,77,3.0,0,1
REV02226,EMP0316,2023-Q1,4.1,54,5.0,12,5
REV02227,EMP0316,2023-Q2,4.2,96,3.7,9,6
REV02228,EMP0316,2023-Q3,2.8,50,3.4,21,0
REV02229,EMP0316,2023-Q4,1.9,63,4.4,0,0
REV02230,EMP0316,2024-Q1,3.9,51,2.5,33,3
REV02231,EMP0316,2024-Q2,2.7,65,4.5,25,3
REV02232,EMP0316,2024-Q3,3.8,65,4.0,39,0
REV02233,EMP0316,2024-Q4,1.8,50,3.8,36,6
REV02234,EMP0317,2023-Q1,3.8,99,3.9,5,0
REV02235,EMP0317,2023-Q2,2.4,66,2.8,0,0
REV02236,EMP0317,2023-Q3,3.7,87,4.9,5,3
REV02237,EMP0317,2023-Q4,3.2,86,4.4,40,1
REV02238,EMP0317,2024-Q1,2.5,65,2.8,31,1
REV02239,EMP0317,2024-Q2,2.9,79,4.4,37,5
REV02240,EMP0317,2024-Q3,3.7,84,4.9,36,5
REV02241,EMP0317,2024-Q4,3.3,79,4.4,39,0
REV02242,EMP0318,2023-Q1,3.6,74,2.5,21,2
REV02243,EMP0318,2023-Q2,4.6,84,5.0,5,6
REV02244,EMP0318,2023-Q3,2.1,85,3.6,16,3
REV02245,EMP0318,2023-Q4,4.3,65,2.6,1,4
REV02246,EMP0318,2024-Q1,3.3,87,3.8,14,1
REV02247,EMP0318,2024-Q2,2.6,77,2.8,6,5
REV02248,EMP0318,2024-Q3,2.3,65,4.9,5,0
REV02249,EMP0318,2024-Q4,3.1,83,4.7,20,0
REV02250,EMP0319,2023-Q1,3.8,92,4.0,23,5
REV02251,EMP0319,2023-Q2,3.1,66,3.3,9,6
REV02252,EMP0319,2023-Q3,4.3,86,4.9,19,1
REV02253,EMP0319,2023-Q4,2.2,51,3.0,16,6
REV02254,EMP0319,2024-Q1,3.2,92,2.5,23,1
REV02255,EMP0319,2024-Q2,2.3,70,4.4,17,3
REV02256,EMP0319,2024-Q3,3.5,76,2.6,20,3
REV02257,EMP0319,2024-Q4,3.8,86,4.0,16,2
REV02258,EMP0320,2023-Q1,2.9,87,4.7,17,6
REV02259,EMP0320,2023-Q2,1.4,75,3.6,9,5
REV02260,EMP0320,2023-Q3,3.3,53,2.7,35,1
REV02261,EMP0320,2023-Q4,3.5,67,4.7,1,6
REV02262,EMP0320,2024-Q1,3.5,58,4.3,34,0
REV02263,EMP0320,2024-Q2,4.1,94,3.8,8,5
REV02264,EMP0320,2024-Q3,2.0,78,4.0,18,0
REV02265,EMP0320,2024-Q4,3.3,75,2.9,33,2
REV02266,EMP0321,2024-Q3,3.5,54,3.7,20,1
REV02267,EMP0321,2024-Q4,1.4,100,4.8,40,1
REV02268,EMP0322,2023-Q1,3.4,76,3.3,14,2
REV02269,EMP0322,2023-Q2,2.8,79,2.5,18,0
REV02270,EMP0322,2023-Q3,3.1,60,4.0,35,1
REV02271,EMP0322,2023-Q4,3.4,85,4.3,6,4
REV02272,EMP0322,2024-Q1,2.9,57,4.2,4,5
REV02273,EMP0322,2024-Q2,2.7,61,4.5,20,2
REV02274,EMP0322,2024-Q3,2.6,68,4.2,25,0
REV02275,EMP0322,2024-Q4,1.7,53,3.7,11,1
REV02276,EMP0323,2023-Q4,2.4,53,3.2,26,0
REV02277,EMP0323,2024-Q1,3.7,53,2.7,35,1
REV02278,EMP0323,2024-Q2,2.4,83,2.9,5,0
REV02279,EMP0323,2024-Q3,3.3,97,4.8,12,1
REV02280,EMP0323,2024-Q4,2.9,90,3.6,22,0
REV02281,EMP0324,2023-Q1,2.0,58,2.6,16,4
REV02282,EMP0324,2023-Q2,2.7,95,3.4,31,5
